reviews.text,reviews.rating,reviews.doRecommend
echo since thanksgiving love asking alexa questions like movie showtimes close current sports scores also enjoy playing round jeopardy makes easy listen radio play song want even sure lyrics one conveniences wonder without,5.0,True
absolutely love amazon echo far one best purchases sync nearly everything top dont need get couch bed use recognizes voice answers right away without delay would recommend anyone,5.0,True
space getting crowded time amazon first gate also gives attention echo gotten smarter better almost every week im excited see comes next sound quality unit also amazing need extra speakers like dot allinone unit add spotify free iheartradio account amazon prime youll amazed many songs little device play use every day control lights set timers alarms echo become device cant live without initially thought toy favorite kitchen appliance,5.0,True
ok alexa cant answer everything far ive asked questions siri alexa get better answers alexa looking forward growing home automation system volume pretty good also bought dot used receiver,4.0,True
excellent sound quality sleek fun looking forward using,5.0,True
good product amazon prime account,5.0,True
best personal home assistant also first head start googles offering,5.0,True
great addition smart home devices,5.0,True
son loves tied electronics room,5.0,True
much fun tons things great ask questions get info even control temperature home well lights added products,5.0,True
alexa entertaining provides plethora information sound voice must say however siri personable hope alexa loosens time goes,4.0,True
love units alexa multiple floors added dots well cant complain sometimes doesnt understand saying good majority time,5.0,True
works expected bought two gifts love,4.0,True
like personal assistant alexa saves time dont need go phone laptop ask amazing love,5.0,True
one best presents ever control entire house voice,5.0,True
echo looks good echodot except speaker much better handy finding playing music app gives lots suggestions queries good time,5.0,True
received christmas gift met expectations,5.0,True
really easy set works perfectly speaker sounds great size wish bass,5.0,True
love alexa keeps track everything,5.0,True
echo dot sons room bought kitchen im sure much functionality wish would bought another dot instead,3.0,False
love device echo echo tap echo dot updates arrive devices get better useful love ai easy access versatility,4.0,True
family fun holidays telling jokes playing music demand made great time,5.0,True
kids love ask question answers,5.0,True
easy use fun get news weather music great addition household,5.0,True
love amazon echo dont know able live without cabt reccomend enough,5.0,True
gift mom easy use limited technology skills answers limited could identify closest showing movie house example,4.0,True
couple weeks really enjoy able call music play without go phone,5.0,True
first great product seriously reason one amazon prime account almost must setup simple add skills alexa whole lot fun wemo light switch controls setup bit challenging nothing cant get plays radio station must genre tells weather helps timers kitchen shopping list function huge help lets talk shopping list little tell alexa want add list appear list form mobile device alexa app checkoff list ill give one downside alexa seems think cnn news reporters talking wake lot,5.0,True
useful time go set skills,4.0,True
love echo great sound quality easy use amazing technology,5.0,True
really cool useful kids love also sound quality good enough considering size capabilities,5.0,True
great know house ive trying stump day keeps giving answers,5.0,True
great everything hands full like multitask,5.0,True
alexa echo amazing chose tower better speaker glad liked much bought one son,5.0,True
christmas present liked much would like,5.0,True
christmas gift son wanting one best pricing ive seen,5.0,True
thinking would another gadget proved way amazon echo far exceeded expectations sound stellar timing spot,5.0,True
amazing piece equipments many entertaining things,5.0,True
alexa answer questions play music library even order items run toy lot fun recommend havent long far good thumbs alexa,5.0,True
many things doesnt know got echo gift christmas,5.0,True
easy set sound really good microphone works well alexa responsive great assistant,5.0,True
person bought pleased,5.0,True
cant live without like genius friend around,5.0,True
great wish instructions,5.0,True
amazon echo worked well purchased dots good speech recognition text voice learn like,5.0,True
love echo would recommend everyone fun knowledgeable,5.0,True
works great kitchen helpful tasks,5.0,True
love accessible blind music weather jokes sound effects reads books,5.0,True
met expectations amount skills select good cant wait see upcoming,5.0,True
amazon echo white powerful versatile product bestbuy best price available product time purchase,5.0,True
amazon echo black powerful versatile product bestbuy best price available product time purchase,5.0,True
idea behind great technology might yet ive issues dialog tv shows setting,4.0,True
echo portable purchase optional echo battery base high quality sound many options list needs hue hub adapter use hue light bulbs control unto time good answers everything highly recommended best amazon account listen audio books etc purchased much fun,5.0,True
family loves echo love able request songs dance hearts away,5.0,True
works mom wanted questions ask alexa doesnt know guess work getting updated information,5.0,True
shes always answer question integration home automation systems great tell house,5.0,True
echo easy set speaker good google home nest thermostat inseon hub seem working okay echo stars used functions yet,3.0,True
bought echo white think looks better black one also bought dot bedroom get insteon starter kit use alexa control plug lamps works well recommend buying,5.0,True
cool easy use easy connect sounds really good,4.0,True
better thought easy set small enough dosent take much room sound good,5.0,True
enjoying using echo learn things day sound good enjoy listening music echo also like finding weather day,5.0,True
echo fun functional entertaining commands appropriately responded approximately time ability simply orally request songs specific artist specific song amazing music catalogue extremely large wide ranging news weather straight forward informational requests almost always answered correctly clearly technological applications varied growing dont interest meyet music alone makes device marvel bargain,4.0,True
echo polished ahead curve integrates well smart lights plays music spotify needs integration fire stick harmony hub great solution,5.0,True
stars bc voice recognition needs improvement amazing use music news children use educational purposes son figured music quick week im sure well figure go along,4.0,True
added smart home system works great system also great learn new things,5.0,True
loved much husband surprised echo christmas also surprised one much music ask alexa anything jokes weather music technical questions great addition home looking forward discovering capable,5.0,True
great product since order dots lots fun also informative,5.0,True
learning features product capable providing,4.0,True
birthday present although friend talked getting one idea great would one easy set find asking alexa questions would normally spend extra time looking online,5.0,True
loveit easy hook even year old granddaughter uses alexa,4.0,True
alexa runs whole house love want best best buy number,5.0,True
love alexa much best gadget ever accurate cant get enough alexa love much got dot well,5.0,True
outstanding product use automated home system hands free music playing smart device,5.0,True
great purchase great customer service definitely,5.0,True
wife loves using unit since received gift,5.0,True
requires bit learning curve gets use lot fun easy set,5.0,True
love product connects nest thermostat wink products without problem,4.0,True
great speaker alexa awesome great price,5.0,True
fun use opens world whole new way interacting tech,5.0,True
good even prime pay additional monthly music another way make money,4.0,True
needed something new bathroom love sing morning love listen radio getting dressed hear morning news traffic great winding evenin jazz bubble bath,5.0,True
easy set even year old works like charm alexa starts music checks weather us daily great addition home,5.0,True
alexa doesnt always answer question ask lot fun play utilized many purposes timer playing specific song great fun ages,5.0,True
love sound good like better small one alexa hear even im far amazing product got good deal course fr best buy,5.0,True
bought parents christmas loved funny see something parents playing new technology daughter four years old parents sixties good everyone,5.0,True
fun capable device would like see able link calendar iphone may found program yet kids love interacting,4.0,True
love echo work relaxing listening music glass keeper,5.0,True
led echo dots significant home automation,5.0,True
fantastic product led significant home automation,5.0,True
voice control great took time get used installing skills specific phrases,5.0,True
wasnt sure much id use echo found use music checking weather even cooking tips,5.0,True
product awesome echo plays songs answer questions cant wait add thermostat light control modules,5.0,True
love speaker sound talk alexa ask anything,5.0,True
echo played music often toddler via pandora amazon firestick generally early adopter newest technology music use case mind experiment pulled trigger bought one within week subscribed singledevice option amazon music unlimited cost month free day trial rarely use pandora due expansive amazon selection also upgraded smart thermostat looking philips hue color lighting experience positive enough also buy echo dot harmankardon onyx mini speaker parents great however opportunities improvement sometimes alexa fails find selection succeeded made sure command identical clear suite skills weak mostly pointless use news flash weather traffic search functionality factsanswers limited based reviews likely worse google home integration firestick fire tv surprising currently one must buy logitech harmony hub alexa struggles find certain classical pieces even though confirmed available amazon music part problem might many versions exist given piece well distinction composer performing artistoverall would recommend product especially listen lot music dont expect perfection quite yet,4.0,True
echo great device need answer question need weather report etc one best uses found far creation shopping list think items shopping list tell alexa add list recall later going store fun ask alexa trivia questions use fun tidbits information,4.0,True
information fingertips handy always looking info phones ask alexa tying home makes life much easier dont get bed left lights room adjusting temp middle night,5.0,True
echo fun gadget would nice could give name want lot fun,5.0,True
purchased echo gift easy setup works well complaint cant seem get work nest thermostat otherwise love,4.0,True
love amazon alexa ask weather play music everyday,5.0,True
must super helpful convenient big time saver around fun,5.0,True
beautiful designand good soundgreat qualitylike,5.0,True
wonder product really enjoying setup easy sound wonderfully loud,5.0,True
really enjoying echo ton features still learning understand full capabilities,5.0,True
connected home specifically smartthings gives voice control everything love music added bonus plan purchasing form echo dots room,5.0,True
echo absolutely amazing ask alexa almost anything shell respond answer downfall echo reason gave stars cant really ask play song apple music works better android phone pay spotify able ask play certain song,4.0,True
best gift anyone could receive talks wakes sings sleep turns lights love thing,5.0,True
second echo purchased love lot fun great sound top would definitely recommend,5.0,True
easy set lots great functions play music summary news link smart home,5.0,True
love itworks expected would recommend product,5.0,True
fun use must download apps able respond properly request example translation music love listen music news,5.0,True
great playing music finding weather forecast etc still learning options available,5.0,True
exceeds expectations great fun whole family daily jepordy lots fun add nest thermostat light controls wont sorry,5.0,True
echo excellent gizmo people amazon eco system doeshas many things music weather news jokes trivia bluetooth speaker good mics home automation integration calendar etc lacks advanced capacity web search suspect competition google may also lacks smart tv integration nice would battery making little bit mobile integration intranet speakers overall good idea one get better time,4.0,True
alexa great device makes things like playing music information convenient skills added entertaining helpful well,5.0,True
best hands free speaker beginner daughter loves,5.0,True
hands free ask anything shell answer speaker loud,5.0,True
ive playing around days already love simple use,5.0,True
easy set lots great apps pick expand usefulness great selection music,5.0,True
great device good sound quality alexas voice recognition accurate biggest problem house fighting talk,5.0,True
alexa great friend coupled prime music provides constant entertainment,5.0,True
one alexa daughter one son families love like auditory google always fingertips connects fitbit amazon fire makes us want turn house smart home get turn lights fun things tells knockknock jokes kids howling laughter,5.0,True
learning great play amazon music anywhere,5.0,True
product believe useful,5.0,True
bought dot shopping christmas spur moment decision much fun every day something new love,5.0,True
love echo use everyday would recommend anyone enjoy fun toys great speaker also,5.0,True
good playing music limited basisrequires spotify premium play many selections frustrating plays small samples artists,3.0,False
amazing device must prime members,5.0,True
amazonss echo everything good might heard long year prime member wouldnt offer,5.0,True
bought hubby loves great music recipes etc,5.0,True
bought family christmas present concerned would really use boy wrong request music time check weather confirm calendar kids constantly asking questions well worth money,5.0,True
alexa fun entertaining use shopping lists hearing weather forecasts listening favorite music,5.0,True
easy set great sound nice talk,5.0,True
really like new echo received christmas love fact get weather report news add items grocery list listen various music find answers questions without google like better siri,5.0,True
awesome product voices house recognized shopping lists work great music playing great,5.0,True
given gift enjoyed love different skills add kids need arch dot try take echo away brought mom one uncle brought aunt one love well,5.0,True
great device household ask alexa weather sports scores even turn onoff lights love,5.0,True
helpful entertaining use adapts needs,5.0,True
great product entire family enjoys works without problems,5.0,True
use device control lights temperature living room works great also decent speaker,5.0,True
bought family christmas gift fun asking alexa questionsi think ready couple dots,5.0,True
easy great tone amazingi gave gift problem setting amazon listen music immediately obeyed commands great,5.0,True
great device family play music various sources voice recognition system great control smart devices network echo,5.0,True
enjoy playing jeopardy asking weather locations,5.0,True
useful fun tool helping household maintenance,5.0,True
gave daughter son n law christmas seem really like starting get hang learn initial using good like,4.0,True
great sound awesome product loved moment came,5.0,True
far enjoying echo used far play songs pandora wake morning tell weather timer looking forward learning lots things,5.0,True
purchased christmas gift daughter bought amazon echo dot would recommend anyone considering automate house,5.0,True
giving average rating boo hoo havent figured make work yet responds doesnt seem answers queries requests must matter connecting proper wireless source far havent figured eager however guess technologically challenged,3.0,False
love get date information weather traffic events area,5.0,True
like device great sound easy use like device doesnt take much space device operates lot things like thermostat lights even unlock door set ismartalarm great,4.0,True
played pandora music station echo kevin spacey singing along great artist,5.0,True
best buy always lowest competitive pricing great availability,5.0,True
finding new uses everyday connected nest thermostat harmony remote hue lights yup im geek alexa even entertains macaw blues im work,5.0,True
first peice smart home eqiptment love,5.0,True
amazon echo great item sometimes echo doesnt respond commands cannot answer,3.0,True
place amazon orders use reminders timers music love,5.0,True
everyone one tell everything weather sunrise sunset listen radio stations anywhere liked much bought three dots extend rooms,5.0,True
great value great virtual assistant good start initiating smart home,5.0,True
easy setup never get tired using wife uses echo time,5.0,True
use automate home connects nest thermostat control temperature connect harmony elite control tv lighting,5.0,True
christmas present husbandwe love echo cant wait download apps,5.0,True
love echo wonderful speaker great news briefs feature adding music unlimited plan really adds quite bit product even great listen radio station based virtually anywhere stations never sounded better hooking nest phillips hue lights increases functionality bought remote bedroom proving useful well,5.0,True
like echo taking time get used enable apps want getting better learning curve,4.0,True
sets kitchen counter used everything music weather question ask answer,5.0,True
satisfied item user friendly even kids use frequently,5.0,True
bought gift mother law christmas happy hear husband got alexa play revelry volume wake morning easy use great sound quality listening music helpful definitions spelling words,5.0,True
echo fun whole family plays music interacts everyone outcome entertaining,5.0,True
installed echo linked ecobee thermostat hue lights took little time wasnt difficult really linked pandora music favorite news station morning news flash speaker isnt greatest true audiophile adequate good product overall,4.0,True
works great sounds great bought gift impressed stereo system really good follows alexa commands,5.0,True
absolutly love echo sound quality great hears im coming stairs would recommend anyone wants listen music control lights order amazon,5.0,True
bought adult children love,5.0,True
echo terrific get quick weather reports traffic reports answers lot questions alexa even lightens day mood jokes,5.0,True
great product easy integration samsung smartthings hub music apps spotify also delivers great sound size speaker,5.0,True
love easy program wifi devices would recommend,5.0,True
love amazon echo dont know didnt get sooner,5.0,True
exactly product looking would recommend anyone,5.0,True
smart commercials show cant answer lot questions,3.0,False
amazing family lot fun,5.0,True
lot fun use everyone family,5.0,True
purchased ecco addition home automation works great wife kids love,5.0,True
great sounding speaker purchased gift,5.0,True
happy getting gift blast getting acquainted alexa,5.0,True
going take work get useful capacity nice speaker music kitchen,3.0,False
one best items ever purchased fun never ends amazon echo,5.0,True
bought mom christmas easy set great sound works great,5.0,True
alexa answers lot questions plays song want great sound,4.0,True
love amazon echo great addition family,5.0,True
family loves ask question responds certain things us,5.0,True
still learning use seemingly limitless capabilities device soon connecting lights fans control voice commands,5.0,True
easy set still getting hang features really enjoying far even imagined youre sports looking schedules scores etc great,5.0,True
bought gift son wife rhougjt young baby home hands always full would come handy liked idea review search decided wasnt,3.0,False
easy set still learning stages usage far quite exciting cant wait use,5.0,True
pleased echo disappointed came late,4.0,True
best device seasonthis siri steroids alexia lotapple could take lesson amazon apple steal idea call innovating,5.0,True
works great harmony remote smart siri works better items,4.0,True
install echo less min using asking kind questions,5.0,True
product really helpful excellent daily use kids love product also helps lot home automation entertainment uses bing search engine wish could google search engine overall satisfied product,5.0,True
love amazon echo able many things started smart home control switches lights thermostat much speaker echo great answer questions set alarms kitchen timers dim lights play favorite music,5.0,True
love echo use time timer music games fun grandkids love also great helping keeping brain working games water sound help fall asleep faster got dot use bed room water sounds alarm music learn something new time echo,5.0,True
great product like verbal google finds plays music,5.0,True
coolest gadget ive bought never imagined would use much way cool,5.0,True
echo potential completely change way things home music grocery lists calendar events home security beginning explore many capabilities product enjoying every minute,5.0,True
highly recommend google device one sre great alexa mire versatile kids love,5.0,True
echo fun purchase us weve enjoyed hearing jokes goofy,5.0,True
pleasure using product office living areas described pleasant convenient ease operation luxury voice activated commands help busy day,5.0,True
easy set use good sound playing music im going buy another one,5.0,True
never knows answers question song want always says getting connection sucks,1.0,False
love echo use control hue smart bulbs several rooms listen loads music get weather forecast add things google calendar make shopping list alexa email still adding skillsall time voice recognition impressive like much bought echo dot bedroom,5.0,True
purchased echo husband early christmas present loved used holiday season play holiday music use every morning check weather also bought smart plug use echo turn table lamp walk door evenings compete jeopardy every day usually wins result experience echo bought christmas gifts enthusiasm echo resulted one many friends families christmas trees,5.0,True
received christmas gift great listening music works nest thermostat echo main area dot bedroom kids like dot take downstairs listen music looking forward adding lighting home echo control fun asking alexa questions,5.0,True
best new technology easy install put good use many things,5.0,True
sure weather alexa would real help flexible enough useful great fun great info able play music pandora iheart music would worth much every day learn ask right questions get best answers info weather timer always helpful daily bible verse great programmed answers regular interaction great highly recommend product,5.0,True
bought alexa father law christmas loved,5.0,True
superfun useeasy set great product,5.0,True
voice recognition isnt great yet get better potential endless good sound quality,4.0,True
gave gift herd like yet,4.0,True
bought year old mother losing vision opened whole new world,5.0,True
alexa definitely useful creating shipping lists entertaining guests integrating smart home young children little frustrating tend compete controlling device way alexa ignore command given itspecialty command lines confusing dont get studying rightoverall useful things music services connects allow wide variety entertainment,4.0,True
opened didnt realize almost bought himselfa lot fun helpful answering questions havewill expand work home appliances birthdays love,5.0,True
amazing technology excellent sound alexa treat awesome interactive product amazon,5.0,True
fun intelligent definitely see replacing google search engine,5.0,True
dot well one never problem dot able hear echo like obstinate child still time return ill give days behave goes back,3.0,False
echo simply performs advertised function prompted purchase integration harmony remote use home theater system installed discovered things echo example ability control phillips hue lighting system components help set mood theater isnt perfect list capabilities continues grow like,4.0,True
read reviews thought would want price good product works,5.0,True
individual seemed enjoy echo say like playing music good speaker,5.0,True
works advertised amazing product would highly recommed product,5.0,True
bought wife christmas gift product great lots cool things happyshe annoys day long talking thatis also bonus lol,5.0,True
device innovative fun use learning curve use voice command speaker improved though bit deep base lacks manual control hope upgrade include features compatible google overall good product,4.0,True
granddaughters name alexa though would funny get one gift took minutes figure set worked well configured funny somebody mentioned alexa halo answered music playing somebody joke whispered alexa volume level couldnt halo hear us shut turn top speaker quiet made entertaining time probably get one,5.0,True
questions asked answered answers amusing,4.0,True
family loves communicate device ask play favorite songs questions anything google even jokes,3.0,True
awesome bad thing pay unlimited music,5.0,True
one best home authomation business love many features amazon echo still learning,5.0,True
cool speak want amazon prime place order talking,4.0,True
amazing sound quality many different features great music types,5.0,True
echo great still learning alexa full apps skills love responsive,5.0,True
alexa useful amazon prime,4.0,True
initially concerned would take lot set echo easy get going easy use really glad went ahead made purchase,5.0,True
problems echo hold internet connection devices wifi fine,4.0,False
bought gift mother loves works great,5.0,True
lot less would expect advertisements need spend large amount money listen music phone info get echo get phone,3.0,False
echo great ages amazing device,5.0,True
love voice control functions need download apps want purchase lights go never talks back,5.0,True
bought item easy access music family uses everything wether news grocery lists etc,5.0,True
good product everything looking echo,4.0,True
got year old mother christmas intimidated tech wanted easy internet access got alexa along kindle easy set easy teach use speaker quality really goodmuch better expected streaming music basic info requests simple sure unit get capabilities needed get tech moms house side think need one home,5.0,True
say love listen news briefing every morning music day,5.0,True
bought echo enjoyed features much bought several christmas presents music library tremendous love shopping list synchs app still learning done alexa preferences overall happy purchase,5.0,True
great devicea lot learning hsve lot exploring alexa,5.0,True
loved bought dots daughters,5.0,True
sure expect im generally savvy technology amazon echo product fairly easy get started using really helpful multi tasking normally dont free hand cant tablet times amazon echo fills void quickly would suggest everyone internet one homes,5.0,True
echo works great sound excellent addition household gave gift kids families everyone loves,5.0,True
gift enjoyed glad purchased,5.0,True
truly enjoying echo way things thought could love able ask something finds whether play music find radio station put news whether husband savvy technology found using well great companion house looking forward learning,5.0,True
excellent love best assistant,5.0,True
thinking purchasing time decided take plunge easy set sound good surprising kitchen use morning getting ready leave work night preparing dinner useful getting brief rundown news listening local radio playing tunes set nest dont anything else really automated cant comment probably paid attention alexa initially bought go days without speaking alexa cant,4.0,True
amazon echo like living years future even touched possibilities amazing machine,5.0,True
great product lot learn echo echo keeps learning talk,5.0,True
love amazon echo use lighting play music shopping lists timers information list goes makes simple tasks little fun love getting shopping list phone,4.0,True
husband wanted item later found also buy different componets certain things didnt expect,4.0,True
impressive works advertised easy set,5.0,True
echo good product reasonable price use everyday,5.0,True
cool little gadget say want ask part responds correctly every though starts talking without even asking something,5.0,True
super great youre amazon prime member still good youre,5.0,True
cool device totally useful internet tool completelybut use several helpful tasks music alarms weather updates,3.0,True
favorite feature play almost music ask answers almost anything ask,5.0,True
im enjoying using though occasionally cant understand especially word game love asking music kind play love use set alarms ser time limits ask weather alexa tell corny jokes recently purchased wifi plugs havent set yet,4.0,True
like radio change music like telling alsothrow away alarm clockit alexaits name whats weather forecast many things like jeopardy play amazon,5.0,True
entertaining provides instant information,5.0,True
second alexa unit one son loves listen music,5.0,True
love echo literally one favorite gifts purchased family love understands well almost exactly say whenever forget something food shopping literally ask alexa put cart perfect little helper around house needed,5.0,True
bought echo gift mine year abilities echo device constantly improved,4.0,True
echo cool reviewed google home product vs echo amazons echo longer partners better applications sound quality isnt good sonos speakers however still decent makes nice addition throw keys would nice made wireless charging station could move echo around easily,5.0,True
bought husband turned isnt date technology thought would fun direct line knowledge voice command,4.0,True
bought echo falling love echo dot functionality speaker fantastic sound quality much better speaker dot great speaker thats fun use,4.0,True
skeptical mainly due fact didnt think would need weve day dont know would without alexa responsive much userfriendly siri theres still figuring end possibilities endless,5.0,True
thought id enjoying clever interface alexa gets right frustrating gets wrong,3.0,False
love alexa fave thing shopping list look home ask alexa add items list never forget anything,5.0,True
voice recognition reliable easy use use easily understand response unclear maybe paid sponsors advantage non paid sponsors information references could found looking forward connecting home solution unit,5.0,True
really cool fun learning spanish,5.0,True
find helpful finding music years ago also find useful getting weather downeycalifornia,5.0,True
much fun everything advertised correct,5.0,True
common sense thing fun use going try home house stuff havent got far yet,5.0,True
good someone loves music speaker loud enjoy using,4.0,True
great device works great reason didnt give stars doesnt google search ok google,4.0,True
ask alexa anything shell search web love able control lights even im home,5.0,True
easy use set fun around house,4.0,True
husband gave one christmas love entire family uses son visually impaired access much alex,5.0,True
year would say good voice recognition sound quality seemed functional worked really well,4.0,True
takes get data programmed dont get lot dont understand,5.0,True
echo great product easy set alexa answering questions time several basic functions echo wonderful news weather music time timing love playing jeopardy game think anything say side higher expectation products ability search internet answers questions lots inquiries come back answer understand question im sorry know answer minor irritationamusement overall pleased product hopefully grow knowledge product echo also grow abilities upgrades,4.0,True
bought add voice control smart things lights devices easy integrate works well also purchased echo dot coverage second roomonly slightly disappointed assistant smart google app phone still pretty good though,4.0,True
great product works sounds awesome would recommend dot small speaker sucks,5.0,True
havent really used mine much therefore cannot rate fullest far good,3.0,True
echo amazing already changed enjoy home asking alexa turn lights morning looking star movie watching echo valuable asset family going purchase dot added tap complete smarthome,5.0,True
bought daughter christmas loves easy useit exceeds expectations every way,5.0,True
far done essentially thing asked many capabilities scratched surface happy rating utilized full potential buying three next month employees,4.0,True
amazon echo one device could imagine without always music random question,5.0,True
love echo alexa app great miss im home bought dot work,5.0,True
great entertainment easy use great sound playing music,5.0,True
bought echo month ago far love ability ask questions get answers likely purchasing another dot mother loves well,5.0,True
purchased amazon echo set used absolutely love automated philips hue lights ecobee thermostats television garage doors loved much purchased second upstairs purchased one brother christmas loves well use alarm clock cooking timer weather notifications news many things device list long write hope update application use multiple echos intercoms throughout house,5.0,True
love gadget plays music makes grocery list tells weather reports,5.0,True
integrated philips hue works half time app pretty weak really painful try play audible books said im getting another one upstairs insanely handy able add items shopping lists todo lists timers anywhere house,4.0,True
ive really enjoyed using alexa found useful thought would really inspired start use alexa compatible products make home smarter,5.0,True
find product efficient several reasons everyday use use like,5.0,True
sure add thousands others echo awesome device new features added every week must anyone interested smart home movement,5.0,True
great invention works really well security system thermostat door looks interior lights nice way feel safe impress friends family,5.0,True
love new toy setup quick easy plays music stations setup pandora negative ask question simple things mostly likely get response helpful googles tell weather deals love,5.0,True
awesome product helps organize life personal assistant,5.0,True
bought loved bought one friend ask alexa anything,5.0,True
thing cool listen radio get news cnn fox dont amazon prime dumb brick,3.0,False
like doesnt always get commands correct doesnt answer questions way google version,3.0,True
great item someone home alone time talking helper accomplishing complex tasks listening pleasing sitting still,5.0,True
easy set loved using great whole family,5.0,True
voice activated capability nice responsive volume full keep voice loud hear youwhat also nice learns multiple profile family,4.0,True
please support commands energysmart water heater controller iris lowes item model command alexa turn water heater alexa turn water heater would nice would gave nice amazon added command support water heater controller iris,2.0,False
upon purchasing couldnt imagine missing great upgrade home really brought home closer new age,5.0,True
everyone one many great features listen music control home security find weather asking,5.0,True
fun use great speaker easy set use,5.0,True
daughter loves background loves technology new,5.0,True
learn use fun bunch junk enter many characters make right,5.0,True
echo smash hit works well devices easy set access use simple son taking college loves,5.0,True
whole family loves love listening music alexa eill search many things net even programmed cofee machine turn qith alexa reason dont give stars wish also spoke spanish,4.0,True
system breeze set amazed easy use everything questions jokes music next step connect house tv,5.0,True
best knowledge recipients enjoyed,4.0,True
really like easy use friendly l,5.0,True
keep trying find songs doesnt found couple,5.0,True
purchased christmas gift grandchild loves music gadgets,5.0,True
gave amazon echo gift children holidays understand loving,4.0,True
love fact ask questions get answer quickly,5.0,True
love echo purchased mother law christmas year,5.0,True
echo easy setup understands commands timethe complaint speaker par speakers,4.0,True
alexa become like family shes great asset huge help ordering pizza telling weather making shopping lists playing favorite music much,5.0,True
fun use extremely handy around house,5.0,True
speaker system music play great sensitive name alexa make sure disable voice purchasing place code room television lots commercials name called respond,5.0,True
loving things alexa techie easy get going,5.0,True
really liked alexa thing like works certain music apps kinda new product may wrong like overall use functions,4.0,True
good music thought would lot,4.0,True
gave gift recipient really enjoyed said sound better expected number questions echo answer little disappointing everything else advertised,4.0,True
alexa became new best friend along side siri ask anything everything shes great,5.0,True
love product everything answers questions plays music iphone plays games tells jokes etc,5.0,True
alexa ready quickly easy use accurate information good sound quality,5.0,True
makes life easier music alarm lights questions answers,4.0,True
im quite sure ever lived without thing convenient even better amazon prime,5.0,True
doesnt answer many questions led believe google instead bing simple alarm clock use much good anything else would returned like gadgets dont recommend purchasing,2.0,False
amazon echo great knows understands majority commands havent used much seen far good got sale xmas season,5.0,True
wish would better internet look better response questions may need internetbut fun easy use,4.0,True
great time alexia gave two away christmas gifts got best gift award children,5.0,True
enjoyable much music readily available also great songs back day readily available weather forecast voice command helps things run smoothly morning convenient timer available even though hands sticky dough meatloaf ap also good finding new skills,5.0,True
piece electronics amazing alexa answer questions give weather news updates play favorite music unit several weeks pleased,5.0,True
purchased husband alexa part family play anything internet interact us questions best part yo momma jokes,5.0,True
fun cute wish would,4.0,True
husband loves present great buygoing look light bulbs,5.0,True
amazon echo great voice recognition works fantastic,5.0,True
love product buy couple echo dots nest works thats need add new skills alexa app work good buy wemo outlets hues add controls lighting house get better new gens product come,4.0,True
got husband christmas loves volume great,5.0,True
voice recognition much better suri reservations amazon collecting conversations begin alexa,4.0,True
fun entertaining good news updates draw backs smart google siri connect google calendar ios least havent found way yet gives traffic reports plays music wait see product grows need get home automation going try functions,4.0,True
awesome better expected cannot live without alexa,5.0,True
much enjoy alexa lot fun helpful excellent gift,5.0,True
works well gave gifts would recommend buying,5.0,True
must smart home designer use echo control phillips hue lighting tp link outlets switches nest smart thermostat home theater equipment plus information question away awesome,5.0,True
amazing interactive fun machine superb sound powerful mike internet connection unlimited music,5.0,True
amazon echo many things potential much future providing great information every day,5.0,True
debated get google instead since prime subscription made sense go echo hope soon control thermostats lights,5.0,True
black white identically wonderful,5.0,True
good builtin speakers would love capability connecting bluetooth speaker like dot,5.0,True
husband great time checking fun features echo impressed instantaneous answers questions fun toy,5.0,True
yes much fun use youll wonder functioned life without echo amazon,5.0,True
love music interaction also responds quickly accurate information,5.0,True
really love able play music,5.0,True
amazon echo works really great works well smart programs,5.0,True
much fun echo many things want explore love weather reports setting timers playing music wife enjoyed even mom wants one,5.0,True
echo great sound awesome microphones play music youtube find music easily even amazon music unlimited bluetooth plus,4.0,True
amazing thingwhat cant say command instantly youll get incredible,5.0,True
omg needs personal assistant alexalove,5.0,True
good speaker claims would recommend,4.0,True
bought item hearing good things decided take chance since sale black friday started using december afterbeing impressed decided order tplink smart plugs control lights voice great even make appointments echo long give access calendar saw product year ces got decision confirmed ever made best decision get item,5.0,True
item pretty loud size commands tell pretty specific example tell play music specific station pandora amazing pretty cool,4.0,True
bought wife birthday gift absolutely loves,5.0,True
bought daughter christmas love,5.0,True
fun play smart innovative great deal thanksgiving,5.0,True
exciting technology blows mind easy set wont disappointed product,5.0,True
recognizes voice including grandkids training required much faster surfing net info amazon provides great capability cant wait add gadgets,5.0,True
short time great even year old nephew enjoys,5.0,True
great kinds things asmaking shopping list setting timer reminder whe game starts etc,5.0,True
love would recommend friends family,5.0,True
thing need subscribe amazon music doesnt come prime,4.0,True
bought one last year christmas gift amazing bought year gifts loved,5.0,True
love amazon echo easy setup use fun ask alexa anything never disappoints,5.0,True
major amazon consumer echo first choice spot range across noisy apartment great using prime account features awesome quite bit skills add increase function example alexa ring phone need search use emergency contact loved one works great hue wemo actually use regularly shopping lists weather entertainmentnews updates adore echo,5.0,True
enjoyed product especially holidays,5.0,True
one best products bought worth every dime,5.0,True
ask instead get phone tablet fun informative simple set use,5.0,True
purchased echo dream controlling ecobee thermastat voice getting looking vast amount skills add itit become one purchases year household,5.0,True
happy new alexa product happy calling daughter daily new ideas use prompted purchase one well,5.0,True
great product useful good speaker like product much,5.0,True
much consideration purchased alexa amazing sound love new features added regulating,5.0,True
