reviews.text,reviews.rating,sentiment,reviews.doRecommend
great gift kids second birthday product child friendly easy use recommend product families,5.0,positive,True
kindle fire exceeded expectations especially given price tag easy use someone like techsavvy lots awesome free apps finding new ways play every day would definitely recommend device others,4.0,positive,True
bought gf bday loves,5.0,positive,True
great product several streaming options,5.0,positive,True
kids love kindles amazon freetime allows access tons age appropriate content love games apps videos available based age reason give stars due charging connectors kid friendly kids bent upon first time unplugged devices otherwise kindle kids amazing,4.0,positive,True
device easy use described,5.0,positive,True
great kids lots games books kids,5.0,positive,True
year old loves easy function pretty tough dropped times crack break,5.0,positive,True
daughter love download app good battery,5.0,positive,True
nice easytouse tablet got far good,5.0,positive,True
son requested birthday gift enjoying everyday,5.0,positive,True
works great everything want personal assistanti would defintly recomend product someone wishes personal assitant,5.0,positive,True
ok kid tablet size good okly use apps,3.0,neutral,
liked quick responsive aduquate task ability add space via micro sd card gb helpful,5.0,positive,True
love kindle got one backlight helps want read night got specific kindle knew would using read books didnt need newer ones get online much phone computer also love look kindle screen made glare free youre reading outside sun love definitely recommend kindle anyone,5.0,positive,True
loves read books kindle complicated easy use,5.0,positive,True
gave tablet voyage havent looked back pleasure read,5.0,positive,True
havent bought one already suggest wont disappointed,5.0,positive,True
take time read instructions works great,5.0,positive,True
actually easier hold paperback might even lighter,5.0,positive,True
like much bought another one daughter,5.0,positive,True
great product supposed problems,5.0,positive,True
extremely easy set using alexa app phone outstanding voice recognition able different room house still able command great speaker quality well,5.0,positive,True
got daughters christmas happy,5.0,positive,True
would prefer hardware buttons wish could access public library digital book works great dark,4.0,positive,True
tablet right size games fun many uses,5.0,positive,True
great little tablet bought neice mess around everything expensive ones fraction cost,5.0,positive,True
ive using kindles many years tried every model purposes paperwhite best wide range interests reading ease paperwhite offers creating folders make accessing books truly remarkable easy switch alphabetizing author date purchase title book eyes give trouble days really like easy change font size background lighting since purchasing paperwhite delegated fire almost exclusively role playing games almost reading done paperwhite purchase actually second paperwhite use secondary kindle keep next bed easy access nighttime reading even though paperwhite light one places read convenient,5.0,positive,True
finally upgraded kindle adore everything,5.0,positive,True
dont care live tv great otherwise cant ditch cord yet,1.0,negative,False
nice price new model alexa built expandable storage,5.0,positive,True
great listening music pandora especially novelty,5.0,positive,True
purchased replace first gen paperwhite shadows bottom paperwhite always bothered decided upgrade voyage much better like physical page turn buttons higher dpi consistent back lighting think issue voyage auto brightness seems little finicky sometimes adjust brightness manually thats small issue otherwise great ereader,5.0,positive,True
great tablet price well cant beat love amazon products disappointed yet,5.0,positive,True
dad loved fathers day gift sons,4.0,positive,True
great tablet read books amazon prime members,4.0,positive,True
bought daughter worth everything works well camera good daughter watches shows without problems,5.0,positive,True
gift year old granddaughter came preloaded child programs quickly learned access programs parents ipad backvery well protected tosses drops,5.0,positive,True
tablet good versatility excellent device young children,4.0,positive,True
love jokes music brings favorite songs great speaker quality,5.0,positive,True
avid reader purchased first second generations kindle paperwhite products upon reading voyage knew one although bit pricey ereader definitely worth much read believe new screen result less eye strain beauty look especially held next paperwhite nd gen compared,5.0,positive,True
would like product lot came remote control small original,3.0,neutral,
easy use able access music looking forward getting lighting package,4.0,positive,True
thanks perfect little kids love tablet good quality fast enough,4.0,positive,True
kindle paperwhite great reading anywhere even beach also read bed lights dont disturb anyone else absolutely love kindle fire ipad samsung galaxy kindle paperwhite far better reading,5.0,positive,True
great reading tablet back light perfect reading dark,4.0,positive,True
great purchase bought two children love,5.0,positive,True
money one nicest kindle readers seen powerful lot read books,5.0,positive,True
bought sale good portable tablet email web browsing etc traveling,4.0,positive,True
looking reader could use outdoors found device excellent outdoors battery life thus far excellent took adjustment going kindle fire kindle paperwhite overall happy new device,4.0,positive,True
best price per performance reader amongst kindles,5.0,positive,True
got black friday sale price couldnt beat ended purchasing graphics camera definitely limited need basic tablet run amazon apps great price fact expandable sd card puts expensive basic kindle kids use constantly full,5.0,positive,True
great device tv show movies supports k,5.0,positive,True
excellent product pricelightweight user friendly,5.0,positive,True
kids love tablets much worth price,5.0,positive,True
great tablet kids son liked easy play,5.0,positive,True
reasonable cost able buy tablets grandchildren christmas date working great,5.0,positive,True
teens needed something could use read favorite books watch movies edit photos catch friends social media kindle fire tablet covered great price,5.0,positive,True
little girl loves kindle im happy bought upgrade previous kindle best christmas gift ever,5.0,positive,True
low cost item provides huge returns money spent great little tablet,5.0,positive,True
great value cost fast high end tablet certainly faster expecting clear viewing easy navigation,4.0,positive,True
ive one tablet one great tablet didnt lose technology also everything bought time,5.0,positive,True
first bought smaller echo traded large one superior sound happy,5.0,positive,True
would recommend anybody take back three times still would hook tvs poor customer service,1.0,negative,False
good deal great price wish geek squad knew combining kindle accounts,4.0,positive,True
resolution screen amazing close actual printed page,5.0,positive,True
son loves play,5.0,positive,True
good kids good quality couldnt see problem,4.0,positive,True
week using amazon echo found using less less day tried several times commands luck save money,3.0,neutral,
purchased item black friday disappoint due recently losing previous kindle fire hd seeking purchase another came across kindle fire awesome display great price user friendly perfect size travel love would recommend anyone,5.0,positive,True
works great fast great reading internet use,5.0,positive,True
bought gift husband loves alexa speaks daily cant imagine survived without flash briefing sports update echo speaker good sonos great get weather set timer without touching device,5.0,positive,True
great product use connectivity simple works well internet tvgives smart tv iq boost,5.0,positive,True
got awesome gadget use k tv,5.0,positive,True
nice camera learning use easy,5.0,positive,True
great price decent tablet amazon hit park tablet,4.0,positive,True
love shopping app tell alexa add item goes phone never forget take shopping list,5.0,positive,True
amazon prime must happy,5.0,positive,True
bought tablet year old daughter many advertisements would rather pay single ad,1.0,negative,False
really enjoying amazon echo programmed lights looking forward things,5.0,positive,True
never put downhave lots great games play,5.0,positive,True
price something cant beat misleadingpretty much every function app required buy something much free still worth low price,3.0,neutral,
love fire kindletablet rd kindle nd fire new fire much easier use tablet plus nothing beats kindle reading books fire much easier use husbands samsung tablet,5.0,positive,True
husband bed bound sometimes weak kindle great light easy use back light allows read bed without waking turn lights,5.0,positive,True
amazon obviously banking item amazon sticks fairness great product lot offer good price point like voice control feature easily navigate favorite shows movies also smart home like flexibility control every inch tv remote control lights doors electronics name also little programming installed kodi free movies yes said free anyways great product,5.0,positive,True
holding buying one years black friday price astonishing amount tablet get amount money unrivaled great investment enjoy books media,4.0,positive,True
great kids ages purchased two tablets love,5.0,positive,True
love battery life ability read sunlight,5.0,positive,True
brought item grandson know really enjoy great price,5.0,positive,True
first smart product wasnt sure expect im still learning everything far good noticed glitches overall really like cant wait set home automation,4.0,positive,True
great buy good value value money easy use,5.0,positive,True
waiting get alexa years disappointed yet lot features already like fact get weekly email new features still addingi would rate five nothing perfect,4.0,positive,True
great reader easy read screen bright sunlight easy eyes darker rooms perfect size kindle made possible switch paper books something thats convenient works great,5.0,positive,True
works wellfast great prime account,5.0,positive,True
works great need great size traveling great battery life paying bucks definitely get moneys worth,4.0,positive,True
work perfect like design love remote control also,5.0,positive,True
bought echo dot fourth member echo family absolutely love,5.0,positive,True
best option plug play device system easy use set fast highly recommend firetv fires tick due power much clearer feed faster response previously roku gave away getting device,5.0,positive,True
amazon kindle good keep busy good book,5.0,positive,True
purchase tablet daughters birthday absolutely loves pleased shes able get online get youtube watch crazy videos previously tablets actually get pick games books put manage everything parent account locked personal password kids cant get would say downfall cannot download anything google play store since amazon tablet,5.0,positive,True
enjoy kindle tap screen several times goes next screen im email,4.0,positive,True
great product affordableeasy operate download programs,5.0,positive,True
tablet conked first day powered amazon symbol came never went past screen highly annoyed purchased first send country biggest mistake trusting everything would work fine instead shouldve powered device ensure everything fine,2.0,negative,False
item great apple tv tv house item blows water ability access many additional things apps exactly needed plus able access amazon prime music options tvmovie rentals makes need run redbox longer,5.0,positive,True
bought amazon echo mothers christmas gift tech savy able set alexa loves alexa talks day mom alexa amazing,4.0,positive,True
version really good upgrade older fire tablet happy,5.0,positive,True
tablet great easy use better galaxy,5.0,positive,True
kids love tablet fun without steep price,4.0,positive,True
washer vacuums dries floor one easy touch,5.0,positive,True
brought best friend love muchi buy one discount,5.0,positive,True
thing didnt like sign amazon prime order son get unlimited games ended paying little bit,3.0,neutral,
liked lot liked lot liked lot,1.0,negative,True
purchased one weeks purchasing one sd card slot cover broke trying insert card decided get another one one fine use tape hold one,4.0,positive,True
requires bit learning curve gets use lot fun easy set,5.0,positive,True
love new paperwhite download books quickly read books,5.0,positive,True
granddaughter loves tablet two problem playing games using tablet user friendly keeps busy hours,5.0,positive,True
kindle tablet amazing glad purchase,5.0,positive,True
great tablet specially children,4.0,positive,True
great affordable device allow android market app downloads basically good simple browsing games,3.0,neutral,
gift teens love need bulky alarm radio longer,5.0,positive,True
say soon opened tablet never ever turned upset ive followed troubleshooting steps users online still never worked fully charged tablet tried still never turned hard time best buy returning item spend hour explained situation never believed item came defective storming decided accept return gave credit iti would never buy amazon product ever piece junk bad quality productthanks,1.0,negative,False
great electronic product would definitely recommend,5.0,positive,True
love product find self using grate home automation lights lights whats weather tell fact math calculation ask got paid happy,5.0,positive,True
looking inexpensive tablet keep everyday casual use tablet good buy,3.0,neutral,
two weeks ended returning item constantly froze working faster fire stickthe voice search joke im pretty tied amazon ecosystem love echo disappointed device hundred dollars thanks,2.0,negative,False
son loves thinks easy use case comes saved,4.0,positive,True
bought family awesome,5.0,positive,True
complaint gb really enough memory audiobooks videos,4.0,positive,True
bought couple gifts wife kids theyre great use around house connected wifi,5.0,positive,True
great price wanted something surf net couch perfect havent tried using reader yet,5.0,positive,True
excellent amazon fire stick set snap great speak mic search title movie show rather typing,5.0,positive,True
wife loves tablet shes using internet far worked flawlessly,5.0,positive,True
best reading tablet date crystal clear bright,5.0,positive,True
average tablet general use still like apple better,3.0,neutral,
echo great product wish better understanding find repeat often love great product,4.0,positive,True
upgraded paperwhite build quality unit much much better kind expensive ereader,4.0,positive,True
got sale great tablet pretty heavy thick great kids,4.0,positive,True
certainly better original kindle touchscreen hard get used easy accidentally forward several pages chapters fall asleep finger screen also difficult look word dictionary top screen highlighting brings home screen better viewing light light much convenient dark,4.0,positive,True
year old son uses ease older son already kindle also good product,4.0,positive,True
started two dots decided buy living room great sound fun use,5.0,positive,True
recently cut cable using amazon tv stream netflix plutotv plex works great response time much better amazon stick hard wired gigabit port plex streaming works well,4.0,positive,True
bought friend christmas love easy use,5.0,positive,True
would recommend tablet friends family third kindle product,5.0,positive,True
using one relatives house finally decided purchase one ive struggled slowness smart tv built apps even apps bluray player finally solution fast tons content,5.0,positive,True
loves months old already command micky minnie rule,5.0,positive,True
great table everything need great resolution screen reading books,5.0,positive,True
alexa works great easy setup us wife uses playing music iphone happy always finding learning new things alexa,5.0,positive,True
bought gift budget figured would okay got say actually faster ipad air connectivity abundant features apps,5.0,positive,True
alexa cool actually understand say ask one worries everything alexa feel like got good deal,5.0,positive,True
kindle paperwhite reader great reading dark light easy maneuver pages havent tried reading outdoors yet summer time comes ill using alot,5.0,positive,True
price holy cow great little device price nice upgrade child whose older fire getting little dated,5.0,positive,True
love awesome things,5.0,positive,True
love using readhave books loaded ready travel,4.0,positive,True
much learn capabilities far performs advertised,5.0,positive,True
happy kindle easy set use books purchased previously amazon came right device im set vacation reading without carryon full books,5.0,positive,True
love fire tv box along two fire tv sticks downloaded playstation vue watch tv sports channels half cost monthly cable past satellite tv bills,5.0,positive,True
great kids protection good best buy making write stuff people go ahead buy product,5.0,positive,True
works great want read distracted internet,5.0,positive,True
conclude enough look read specs,5.0,positive,True
amazon fire stick exceeded expectations price rediculously low quality contenti went purchased family members know buy,5.0,positive,True
tablet worth price really fast response,4.0,positive,True
love great cable cutter little glitchy remote really good product,5.0,positive,True
love kindle paperwhite easy use lightweight best part read outside day late night bed easier eyes reading kindle ap phone,5.0,positive,True
love kindle everything wanted,5.0,positive,True
better fire stick crystal clear perfect gift someone,5.0,positive,True
great needs work worth money limited asked form questions continually load skills order ask questions related topics taxing spending time makes say forget hopefully fixed soon really purchased google one oh well,4.0,positive,False
excellent ereader great deal cover perfect,5.0,positive,True
impressed good tablet price paid really good tablet kids,5.0,positive,True
enjoy able view online videos allows view everything could imagine added ability view videos ripped dvd collection didnt give figure view movies micro sd card included usb connection tends abort hour couple movies wanted watch sure others fine,4.0,positive,True
great first timers technologyalexa smart need collectible cds anymore,5.0,positive,True
nice productmy kids love itgood youtube search,5.0,positive,True
got travel purposes didnt expect much,5.0,positive,True
way faster fire stick better connection,5.0,positive,True
really happy new kindle fact read night use reading lighthighly recommend,4.0,positive,True
bought download movies books onto long plane ride worked great happy purchase,5.0,positive,True
bought year olds wasnt expecting top line performance especially bucks pros good clarity easy usecheapexpandable storage sd cardconsslow loadscheap camera expectedno mic voice recognition would great kids google search,3.0,neutral,
love read books search internet,5.0,positive,True
great product excellent small business kids etc good go,5.0,positive,True
love fire great everything need great screen clear picture,5.0,positive,True
love new kindle fire replaces old one good videos good tv cable well every penny spent better deal tried amazon,5.0,positive,True
purchased cousin nice starter tablet child easy use easy set,4.0,positive,True
loud great sound sub slides couch doesnt get stepped,5.0,positive,True
got kid loves amazon free time prime well worth money,5.0,positive,True
tablet need tablet reason rd one,5.0,positive,True
pretty cool integration amazon music via mobile phone interface little iffy odd given products come company,4.0,positive,True
mistake buy yr oldbut yr old son enjoys,4.0,positive,True
love kindleit user friendly theres much thought,5.0,positive,True
good quality easy use read anytime,5.0,positive,True
bought kindle way beach ipad glare bad great use time outside,5.0,positive,True
worried smaller screen really great issues,5.0,positive,True
good tablet wife uses apps pinterest facebook loves,5.0,positive,True
bought gift gift receiver said easy set works well advertised small enough fit area home good gift choice,5.0,positive,True
bought christmas present black friday incredible price,4.0,positive,True
use tablet ereader listen prime music time great thisstill leaning features,4.0,positive,True
works well one original fires finally died bought another great clarity better internet also,5.0,positive,True
bought daughter replacement broken tablet easy use child,4.0,positive,True
gift mom problem learning use,5.0,positive,True
use plane watch movie play downloaded games price black friday cant beat,5.0,positive,True
year old son loves put world,5.0,positive,True
product well thoughts kids seem like apps,5.0,positive,True
awesome updated features work well really fast smooth light dimming great best feature new kindle,5.0,positive,True
okay needs lot improvements simple stuff good,5.0,positive,True
great accessing satellite radio information searches weather reports etc,4.0,positive,True
love echo great music great sound listen genre music like many things incredible,5.0,positive,True
quality product clear crisp sound best part carried satchel sound loud enough back yard gathering,5.0,positive,True
got wife christmas loves would recommend others wanting experience smaller device,5.0,positive,True
bought appletv time firetv kinda ok interface isnt intuitive could use polish enter username password multiple apps appletvmay sound like big deal took much longer setupin opinion appletv better product,3.0,neutral,
bought fire stick like box better becuase storage stick also easy use operate think good purchase would recommend,5.0,positive,True
friends pleased gift buying one family,5.0,positive,True
bought wife subscribes several financial publications use graphs dont work well old rd generation kindle hates reading ipad kindle paperwhite great displays graphics perfectly keeps reading experience pleasant,5.0,positive,True
far begin good yrs old toddler enjoy every minute itthe parental control plus also allow make multiple kid adults profiles without problems issues,5.0,positive,True
easy use much read,5.0,positive,True
like able add shopping list moment think item need purchased smart outlets run lights small appliances,4.0,positive,True
love new features back camera however screen bit small overall happy,4.0,positive,True
onsale cheap good new stars tablet,1.0,negative,False
easy use convenient lightweight,5.0,positive,True
kids love itonly issue bothered reduced price came ads order removed pay money good product,4.0,positive,True
tablet far exceeded expectations price way lower tablets everything need want,4.0,positive,True
niece absolutely loves pink playing since gave,5.0,positive,True
cant beat usable media consumption tablet play games watch video without pauses skips,5.0,positive,True
preferred reading hard copy books liking kindle better easy access books local library also like size easier carry around hard cover books,5.0,positive,True
great value awesome gadget love much,4.0,positive,True
bought kindle replace original kindle stopped working dropped like screen lit read dark one problem games purchased original kindle wont load one use mainly reading works well small enough take without small read,5.0,positive,True
perfect tablet year old without spending fortune love parental controls limit time playing,5.0,positive,True
easy install worked great highly recommend,5.0,positive,True
daughter great time reading researching playing games,5.0,positive,True
rd fire tv yes proud owner able watch program cable television simple tweak little bit research would definitely recommend friend heck would even recommend charlie mix,5.0,positive,True
got boy loves plus dropped times picks keeps playing,5.0,positive,True
speed great backlight great screen isnt reflective great,5.0,positive,True
install easy issue using psvue,4.0,positive,True
bought recently signed amazon prime wanted take advantage free books nice tablet,5.0,positive,True
item cheap good use problems item,5.0,positive,True
ive lot fun using alexa even laughed things weve done,5.0,positive,True
works well small black box concil,5.0,positive,True
bought fire tv player replace aging ps works advertised alexia little quirky times however,5.0,positive,True
want stream video use kodi one get bought especially fact could hard wire router video pausing skipping etc works great,5.0,positive,True
bought yr old granddaughter loves many apps videos watch would definitely recommend anyone looking tablet child,5.0,positive,True
amazon fire tv excellent product many capabilities never use connects wired wifi amazon prime get free stuff really expands experienceif kids take use whole new level,5.0,positive,True
loves likes camera apps going get one granddaughter,5.0,positive,True
got one foster kids love cried received another satisfied customer yea carter home,5.0,positive,True
good product portable easy use user friendly,5.0,positive,True
system overall fast mean less reliablethe downside uses almost internal storage already os builtin apps settled gb moreother toy ok,4.0,positive,True
love able use alexa unplugged amazing device,5.0,positive,True
perfect wanted read tablet things love lightweight backlight long battery life noglare sun highly recommend,5.0,positive,True
love carry use anywhere ive already purchased gifts family really enjoyed getting,4.0,positive,True
loving tablets keep girls busy age best christmas present fat,5.0,positive,True
love fire carry purse plus read anywhere took cruise every chance laid deck read books great buy,5.0,positive,True
first got great stopped charging wouldnt turn back,1.0,negative,False
love tablet everything wanted tablet comparing different brands thing done purchased gig version space goes quickly,5.0,positive,True
bought christmas present received one last year thoroughly enjoyed hit,5.0,positive,True
pretty good device still issues voice recognition,3.0,neutral,
daycare love thsee tablets lot fun games,4.0,positive,True
great use daily happy fourth echo work flawlessly,5.0,positive,True
easy read great travel excellent purchase,5.0,positive,True
amazon fire exceeded expectations device works great ereader functional tablet well may get stunning resolution ipad higher priced tablet certainly gets job done watching videos tv shows amazons app store also better expected expandable memory micro sd card huge plus also,5.0,positive,True
bought fire tv strictly playstation vue netflixworth every penny,5.0,positive,True
like price great kindle great value,5.0,positive,True
good tablet satisfied one point annoyingsilk browser makes yahoo email list tap html read oneawkward,4.0,positive,True
great upgrade fir replaced fire stick difference hugei love,5.0,positive,True
picture awesome memory card installed,4.0,positive,True
echo easy set speaker good google home nest thermostat inseon hub seem working okay echo stars used functions yet,3.0,neutral,
fire tv easy set navigate seniors concerned ease use,5.0,positive,True
quality screen display lacking reason returned tablet adult users cannot recommend,2.0,negative,False
good one easy read browsethis good one easy read browse,5.0,positive,False
easy way listen news weather traffic morning husband listen pandora,4.0,positive,True
echo great answer questions issues may great homework,5.0,positive,True
whole family enjoying kids able use user friendly,5.0,positive,True
complaints use mostly music want daily amazon deals turn click order sure like feature,5.0,positive,True
couple firesticks dont work good fire tvs fire tvs one hard wired one runs wifi dont issues,5.0,positive,True
bought item goddaughter loves easy use durable reasonable price great features,4.0,positive,True
bought e reader love price great product nice,5.0,positive,True
love amazon echo already purchased nd one give gifts sound great easy learn use love versatility playing music setting timers alarms giving latest sports scores favorite teams making shopping lists share us,5.0,positive,True
alexa well basic applications hopefully amazon continue improve ability answer depth questions besides weather play music,4.0,positive,True
gift purchase son family christmas,4.0,positive,True
love best gadget bought long time,5.0,positive,True
happy purchase replaced rd generation unit much easier eyes responsive touch takes little get used page fowardbackward device big deal reviews best buy site instrumental making purchase,5.0,positive,True
bought son great tablet great price would buy,5.0,positive,True
heard kindle friend bb clerk told kindle fire decided buy one happy whenever something comes tv dont understand kindle fire finds info quickly,5.0,positive,True
bought gift great buy lightweight great look easy use great sound would highly recommend product,5.0,positive,True
great lightweight tablet carry around anywhere,5.0,positive,True
tablet great advertising annoying,4.0,positive,True
box ton apps features comes gets even better install kodi,5.0,positive,True
amazon echos echo dots couple spots house original black echo looked place white echo looks great works perfectly like black version,5.0,positive,True
amazon fire tv model black great entertainment apps family need netflix hulu showtime hbo amazon prime tv movies definitely fun device playing games watching movies etc connects android game controllers added fun believe k also,5.0,positive,True
bought tablet son christmas chose one popular tablet sold hasnt parted yet,5.0,positive,True
bought went amazon prime even thought hd tv xbox one ps even computer still problems amazon video playing hd magically purchasing fire tv problems disappeared way go amazon bought fire stick add memory works great new menu easier navigate im worth notprime fire tv like streaming services thousands old videos many b movies one cared watch came product works easy use like talking devices fun,4.0,positive,True
bought little guys tablets could repossess ipad love free time app couldve imagined wouldnt play netflix im money tablet still dont ipad back yes called amazon numerous times work fix next time go use dont work fix takes several minutes force stopping app clearing cache hard restart wait restart netflix oh sometimes numerous times works works,2.0,negative,False
simply like much recommend,5.0,positive,True
wonderful tablet kids comes nice colors many nice features,5.0,positive,True
bought work box slow much trouble setup requires amazon account use returned items,1.0,negative,False
id looking decent table radio long time best buy dealoftheday thought heck heres table radio talk whole lot quite learning curve much use learn available make functionality useful sound quality easily good table radio aside telling play radio station play tons stuff prime music online add skills whenever need skills store skills ive seen far free store kind loose term responds voice immediately easier use siri cortana alarms timers shipment trackers wall street reports entertainment updates etc like living gifted less snooty concierge like would buy another one ever broke,5.0,positive,True
amazon fire tv model work great easy setup,4.0,positive,True
love shopping list feature weather report time listening favorite music,5.0,positive,True
needs user interface improvements screen decent price tablet,3.0,neutral,
bought four year old havent given yet im impressed easy use many apps available age,5.0,positive,True
awesome simple shop whatever want calling job right,5.0,positive,True
gift grandson great gift idea good price,5.0,positive,True
bought year old nephew loves fire,5.0,positive,True
good value functions needed good screen size,5.0,positive,True
product significantly improved previously owned first generation kindle first generation fire resolution better programmable features numerous response quicker,5.0,positive,True
ever since bought kindle year old able get loves borrow time time,5.0,positive,True
good paid yes,4.0,positive,True
kids loved tablet use almost every day battery life pretty good much use,5.0,positive,True
things amazon echo amazing,4.0,positive,True
fast easy use second kindle fire,5.0,positive,True
bought kids aged use ease account appropriate games like protective cover absorbs drops falls well,5.0,positive,True
good value price basic tablet every day use,4.0,positive,True
never owned kindle easy setup get goingit also looks really good text super easy read even smaller fonts also really like buttons side turn pages lot easier flip pages compared tapping screen,5.0,positive,True
best fire tablet reasonable price much faster inch,5.0,positive,True
like item watch number shows movies streaming k,5.0,positive,True
looking bu affordable tablet necessary features tablet great good touch display speed happy buy would happier would got discount,5.0,positive,True
great tablet use around house go wife like read alot,4.0,positive,True
accurate info relayed fareasy understandentertaining,4.0,positive,True
love echo still learning cant surprised get message two friends night alexa,4.0,positive,True
christmas present children think made excellent choice dont hear nagging irritating themi finally get peace mind also make sure get insurancei think price good wish didnt wait late make purchase could gotten different colors,5.0,positive,True
upgraded inch fire hd dont think find better tablet value resolution sharp audio good good size,5.0,positive,True
tablet brainer great gift kids,5.0,positive,True
want fast menus stable streaming avoid wifi firestick get firetv want reliable streaming frustrate work running ethernet cable box ethernet head shoulders better firestick firestick streams well time sometimes struggles get errors either directv ps vueforcing device restartvery frustrating box plugged ethernet cable streams perfectly network content time eliminated conflicting frequencies used ghz frequencies great router fast internet tried everything cure device hooked ethernet cable fact put kodi box opens whole world movies also load android apps phone device appsfirei put blue iris firetv two home one master bedroom one k tv isnt ton k content yet go youtube see amazing video k buy new home end year plan run ethernet cable one every television cut cable company years ago never missed internet pay month ps vue along kodi everything could possibly want goodbye cable tv,5.0,positive,True
hoping would want put like tablet sprout chubby stills wants phone,3.0,neutral,
grandkids love tablet easy use navigate best buy awesome bought tablets sale another store best buy refunded difference,5.0,positive,True
purchased echo gift someone else seams enjoying product,5.0,positive,True
sons love tablet great price,5.0,positive,True
bought christmas gift niece good price,5.0,positive,True
operating system quick screen colors great easy use great reading kindle app,5.0,positive,True
best tablet amazon bt definitely worth price basic functions android tablet great media entertainment purposes,4.0,positive,True
bought granddaughters worked fine however connection charger wore couple months longer able charged would recommend adult supervision connecting charger child,4.0,positive,True
table working perfect ir good resolution,5.0,positive,True
worth pay basic use ok,4.0,positive,True
live tv everything else available much cheaper cable saving month canceling cable keeping internet,5.0,positive,True
perfect size travel holds lot books easy download,5.0,positive,True
loves read play games watch movies great purchase,5.0,positive,True
second kindle love lightweight simple fast convenient trips fits bag without weighing,5.0,positive,True
easy use works great amazon account,4.0,positive,True
love tablet great social games videos cant beat price,5.0,positive,True
believe best purchase made android platform loving able cut cable dependent fire tv highly recommended,5.0,positive,True
enjoying product easy set speakers great nice device respond well love music news weather updates jokes,5.0,positive,True
purchased original kindle years ago december sprang new kindle paper white thought might wasting money definately improvement original lighter much clearer read easier read dark situations flights night love differences new improved kindle provides,5.0,positive,True
second one love price great bought one daughter,5.0,positive,True
family constantly use alexa listen music help cooking check weather help homework listen news one favorite purchases ever,5.0,positive,True
used rely siri iphone prior buying use siri anymore since started using alexa activate siri phone address alexa voice recognition awesome compared assistant like siri speak corner room capture automated home love,5.0,positive,True
good entry level table money works well,5.0,positive,True
bought husband christmas easy use light weight im still using first gen kindle fire playing wish bought one many features android phone would,4.0,positive,True
learning possible functions kindle fire already bought hope get enjoyment explore fully,5.0,positive,True
love kindle take everywhere would recommend friends family,5.0,positive,True
several alexa units throughout home love way control lights tv thermostats,5.0,positive,True
would definitely recommend family friends little kids great learning tablet,5.0,positive,True
love said easy useshe love much,5.0,positive,True
great product alexa never lets,5.0,positive,True
grandson broke amazon fire table one day warranty expired disappointed bought version big smile,5.0,positive,True
purchased tablet mother camera reading books emailing awesome price value,5.0,positive,True
features similar fire upgrade good wish lighter weight although enjoy larger screen,5.0,positive,True
slower ipad love cheaper better kindle paperwhite much storage also bought micro sd card prime member use download free prime movies,4.0,positive,True
first tablet love iteasy understand many apps read sample book like huge selection booksnewspapers magazines lighting perfect easy eyes,5.0,positive,True
amazon echo great device use listening audible books music recording shopping list controlling smart devices house,5.0,positive,True
purchased device neice loves highly recommend,5.0,positive,True
able transfer books like size kindle,5.0,positive,True
fire tv works great except sometimes issues connecting staying connected wifi,4.0,positive,True
great purchase would definitely recommend anyone,5.0,positive,True
music pandora etc alarms weather entire family loves echo various uses easy set start using,4.0,positive,True
ok tablet need amazon account order download free apps,3.0,neutral,
listens every word isnt insulted tell dumb stone,4.0,positive,True
great product easy hook use alexa easy use well,5.0,positive,True
brought christmas gift mother loves use time,5.0,positive,True
reading reviews awesome gadget added collection,5.0,positive,True
welcome home alexa makes great addition home would highly recommend device,5.0,positive,True
best kindle yet better resolution faster processor flexible use,5.0,positive,True
great kiddo loves watch sesame street,5.0,positive,True
perfect product listening internet radio gym without buy smart phone expensive data plan selected gyms wireless signal downloaded siriusxm app put earphones purchased separately began listening since item part black friday sale total cost well small enough carry screen easy read,5.0,positive,True
lot fun grandkids ball even yrs old talk fun asking songs,5.0,positive,True
great value price point tablet,4.0,positive,True
throughly enjoying amazon tv first bought amazon stick realized need space put tv bonus room allied us reduce cable bill,5.0,positive,True
cheap ok processor excellent deal response touchscreen great ipad price reflected,4.0,positive,False
wanted videos screen clarity great great product,5.0,positive,True
echo dots great addition super bass listening music bb great sale,5.0,positive,True
missing reading books kindle perfect wonderful husband gave birthday wonderful surprise,5.0,positive,True
cheap reliable tablet easy figure perfect child older person understand,5.0,positive,True
nice handsfree versatile piece technology house,5.0,positive,True
purchased one found amazing bought second one father find hilarious,5.0,positive,True
screen good internet moves fast easy use set,4.0,positive,True
dont need cable service anymore means save money,4.0,positive,True
useful learning new things everyday,4.0,positive,True
learn invocations becomes easier alexa reply commandrequests,5.0,positive,True
bought nephew loves perfect works better hp tablet,5.0,positive,True
bought two year love fire tv fast fairly cheap customer service great bought fire tv watch amazon prime hulu netflix everything one box purchasing one cuz love much specially stream using ethernet cable best box really fast buffer,5.0,positive,True
got play games get info waiting dr app,3.0,neutral,
setting lot sinking different apps alexa doesnt seem bad though,5.0,positive,True
bought threeyearold loves,5.0,positive,True
second alexa unit one son loves listen music,5.0,positive,True
bought tablet year old normally uses ipad samsung tablet wanted could disengaged believe didnt home back button like tablets amazing device didnt keep little one entertained,4.0,positive,True
great amazon netflix etc even better advance users kodi,5.0,positive,True
good tablet althought availability apps thru appstore limited,3.0,neutral,
help cut cable cord easy set plenty apps good user interface,4.0,positive,True
